OriginCityName,DestCityName,c
"Dayton OH","Chicago IL",161
"Phoenix AZ","Yuma AZ",161
"Portland OR","San Jose CA",161
"Yuma AZ","Phoenix AZ",161
"Atlanta GA","San Juan PR",162
"Baltimore MD","Nashville TN",162
"Detroit MI","Kalamazoo MI",162
"Kalamazoo MI","Detroit MI",162
"Philadelphia PA","New York NY",162
"Detroit MI","Boston MA",163
"Duluth MN","Minneapolis MN",163
"Minneapolis MN","Duluth MN",163
"Minneapolis MN","Grand Forks ND",163
"Orlando FL","Providence RI",163
"Providence RI","Orlando FL",163
"San Juan PR","Atlanta GA",163
"St. Louis MO","Detroit MI",163
"Boston MA","Detroit MI",164
"Grand Forks ND","Minneapolis MN",164
"Houston TX","St. Louis MO",164
"Milwaukee WI","Detroit MI",164
"Minneapolis MN","San Francisco CA",164
"San Francisco CA","Minneapolis MN",164
"Atlanta GA","Hartford CT",165
"Detroit MI","Milwaukee WI",165
"Hartford CT","Atlanta GA",165
"Las Vegas NV","Minneapolis MN",165
"Atlanta GA","Newport News/Williamsburg VA",166
"Houston TX","Santa Ana CA",166
"Minneapolis MN","Las Vegas NV",166
"Nashville TN","Baltimore MD",166
"New York NY","Salt Lake City UT",166
"Newark NJ","Raleigh/Durham NC",166
"Newport News/Williamsburg VA","Atlanta GA",166
"Chicago IL","Louisville KY",167
"Salt Lake City UT","New York NY",167
"Chicago IL","New Orleans LA",168
"Colorado Springs CO","Denver CO",168
"Denver CO","Colorado Springs CO",168
"Denver CO","Indianapolis IN",168
"Detroit MI","St. Louis MO",168
"Houston TX","Baltimore MD",168
"Louisville KY","Chicago IL",168
"Philadelphia PA","Las Vegas NV",168
"Richmond VA","Charlotte NC",168
"Amarillo TX","Dallas TX",169
"Atlanta GA","White Plains NY",169
"Baltimore MD","Houston TX",169
"Charlotte NC","Fort Myers FL",169
"Charlotte NC","Richmond VA",169
"Chicago IL","Lexington KY",169
"Dallas TX","Amarillo TX",169
"Fort Lauderdale FL","Los Angeles CA",169
"Las Vegas NV","Philadelphia PA",169
"Lexington KY","Chicago IL",169
"Los Angeles CA","Fort Lauderdale FL",169
"Minneapolis MN","Indianapolis IN",169
"Minneapolis MN","Madison WI",169
"White Plains NY","Atlanta GA",169
"Boston MA","Fort Lauderdale FL",170
"Charlotte NC","New Orleans LA",170
"Cincinnati OH","Washington DC",170
"Eugene OR","San Francisco CA",170
"Fort Lauderdale FL","Boston MA",170
"Fort Myers FL","Charlotte NC",170
"Medford OR","San Francisco CA",170
"New Orleans LA","Charlotte NC",170
"Phoenix AZ","Kansas City MO",170
"San Francisco CA","Eugene OR",170
"San Francisco CA","Medford OR",170
"Washington DC","Cincinnati OH",170
"Austin TX","Denver CO",171
"Houston TX","Salt Lake City UT",171
"Cleveland OH","Newark NJ",172
"Fargo ND","Minneapolis MN",172
"Minneapolis MN","Fargo ND",172
"Rochester NY","New York NY",172
"Salt Lake City UT","Houston TX",172
"New York NY","Fort Myers FL",173
"New York NY","Rochester NY",173
"Austin TX","Los Angeles CA",174
"Cedar Rapids/Iowa City IA","Dallas/Fort Worth TX",174
"Chicago IL","Fort Wayne IN",174
"Dallas/Fort Worth TX","Cedar Rapids/Iowa City IA",174
"Denver CO","Philadelphia PA",174
"Fort Myers FL","New York NY",174
"Fort Wayne IN","Chicago IL",174
"Kansas City MO","Phoenix AZ",174
"Las Vegas NV","Newark NJ",174
"Los Angeles CA","Austin TX",174
"Minneapolis MN","Bismarck/Mandan ND",174
"Oklahoma City OK","Denver CO",174
"Phoenix AZ","St. Louis MO",174
"Santa Ana CA","Houston TX",174
"St. Louis MO","Phoenix AZ",174
"Atlanta GA","Sarasota/Bradenton FL",175
"Bismarck/Mandan ND","Minneapolis MN",175
"Houston TX","Little Rock AR",175
"Little Rock AR","Houston TX",175
"Newark NJ","Las Vegas NV",175
"St. Louis MO","New York NY",175
"Charlotte NC","Nashville TN",176
"Nashville TN","Charlotte NC",176
"Newark NJ","Baltimore MD",176
"Sarasota/Bradenton FL","Atlanta GA",176
"Baltimore MD","Newark NJ",177
"Newark NJ","Cleveland OH",177
"Portland OR","Salt Lake City UT",177
"Dallas/Fort Worth TX","Midland/Odessa TX",178
"Denver CO","Nashville TN",178
"Detroit MI","Las Vegas NV",178
"Las Vegas NV","Detroit MI",178
"Minneapolis MN","Orlando FL",178
"Orlando FL","Minneapolis MN",178
"Philadelphia PA","Denver CO",178
"Salt Lake City UT","Portland OR",178
"Atlanta GA","Panama City FL",179
"Charlotte NC","West Palm Beach/Palm Beach FL",179
"Chicago IL","Knoxville TN",179
"Chicago IL","Syracuse NY",179
"Detroit MI","Madison WI",179
"Fairbanks AK","Anchorage AK",179
"Midland/Odessa TX","Dallas/Fort Worth TX",179
"Panama City FL","Atlanta GA",179
"West Palm Beach/Palm Beach FL","Charlotte NC",179
"Cincinnati OH","Atlanta GA",180
"Knoxville TN","Chicago IL",180
"Palm Springs CA","Phoenix AZ",180
"Phoenix AZ","Palm Springs CA",180
"Austin TX","Chicago IL",181
"Baltimore MD","Hartford CT",181
"Cleveland OH","Dallas/Fort Worth TX",181
"Detroit MI","Fort Lauderdale FL",181
"Fort Lauderdale FL","Detroit MI",181
"Long Beach CA","Salt Lake City UT",181
"Salt Lake City UT","Long Beach CA",181
"Atlanta GA","Cincinnati OH",182
"Dallas/Fort Worth TX","Cleveland OH",182
"Phoenix AZ","Reno NV",182
"Reno NV","Phoenix AZ",182
"San Jose CA","Seattle WA",182
"Seattle WA","San Jose CA",182
"Tulsa OK","Chicago IL",182
"Atlanta GA","Little Rock AR",183
"Chicago IL","Rochester NY",183
"Detroit MI","Tampa FL",183
"Las Vegas NV","Ontario CA",183
"Little Rock AR","Atlanta GA",183
"Ontario CA","Las Vegas NV",183
"Tampa FL","Detroit MI",183
"Houston TX","Seattle WA",184
"Richmond VA","Chicago IL",184
"Arcata/Eureka CA","San Francisco CA",185
"Hartford CT","Baltimore MD",185
"Los Angeles CA","Orlando FL",185
"San Francisco CA","Arcata/Eureka CA",185
"Dallas/Fort Worth TX","New Orleans LA",186
"Denver CO","Tucson AZ",186
"Key West FL","Miami FL",186
"Miami FL","Tampa FL",186
"Minneapolis MN","Houston TX",186
"New Orleans LA","Dallas/Fort Worth TX",186
"Seattle WA","Houston TX",186
"Tampa FL","Miami FL",186
"Denver CO","Omaha NE",187
"Miami FL","Key West FL",187
"Orlando FL","Los Angeles CA",187
"Raleigh/Durham NC","Newark NJ",187
"Minneapolis MN","Philadelphia PA",189
"Philadelphia PA","Minneapolis MN",189
"Raleigh/Durham NC","Philadelphia PA",189
"Chicago IL","Memphis TN",190
"Denver CO","Oklahoma City OK",190
"Detroit MI","Indianapolis IN",191
"Indianapolis IN","Detroit MI",191
"Philadelphia PA","Raleigh/Durham NC",191
"Sioux Falls SD","Minneapolis MN",191
"Boise ID","Denver CO",192
"Detroit MI","Denver CO",192
"Miami FL","Philadelphia PA",192
"Minneapolis MN","Sioux Falls SD",192
"Philadelphia PA","Miami FL",192
"Denver CO","Boise ID",193
"Denver CO","Tulsa OK",193
"Kahului HI","Los Angeles CA",193
"Tulsa OK","Denver CO",193
"Houston TX","Minneapolis MN",194
"Los Angeles CA","Kahului HI",194
"Portland OR","Las Vegas NV",194
"Chicago IL","Green Bay WI",195
"Green Bay WI","Chicago IL",195
"Las Vegas NV","Portland OR",195
"St. Louis MO","Denver CO",195
"Charlotte NC","Jacksonville FL",196
"Chicago IL","Sioux Falls SD",196
"Dallas TX","El Paso TX",196
"Jacksonville FL","Charlotte NC",196
"San Jose CA","Denver CO",196
"Sioux Falls SD","Chicago IL",196
"St. Louis MO","Minneapolis MN",196
"Denver CO","San Jose CA",197
"Houston TX","Birmingham AL",197
"Minneapolis MN","St. Louis MO",197
"Sacramento CA","Santa Ana CA",197
"Denver CO","Detroit MI",198
"Ontario CA","Oakland CA",198
"Atlanta GA","Bristol/Johnson City/Kingsport TN",199
"Bristol/Johnson City/Kingsport TN","Atlanta GA",199
"Chicago IL","Fargo ND",199
"Fargo ND","Chicago IL",199
"Birmingham AL","Houston TX",200
"Cincinnati OH","Minneapolis MN",200
"El Paso TX","Dallas TX",200
"Dallas TX","Albuquerque NM",201
"Minneapolis MN","Cincinnati OH",201
"San Diego CA","Seattle WA",201
"Seattle WA","San Diego CA",201
"Chicago IL","Tulsa OK",202
"Oakland CA","Ontario CA",202
"Omaha NE","Denver CO",202
"Santa Ana CA","Sacramento CA",202
"Manchester NH","Baltimore MD",203
"Atlanta GA","Baton Rouge LA",204
"Baltimore MD","Manchester NH",204
"Houston TX","San Diego CA",204
"Madison WI","Detroit MI",204
"Nashville TN","Washington DC",204
"Albuquerque NM","Houston TX",205
"Atlanta GA","Seattle WA",205
"Baton Rouge LA","Houston TX",205
"Boston MA","Fort Myers FL",205
"Chicago IL","Madison WI",205
"Fort Myers FL","Boston MA",205
"Houston TX","Indianapolis IN",205
"Indianapolis IN","Houston TX",205
"Rochester NY","Chicago IL",205
"Salt Lake City UT","Oakland CA",205
"Albuquerque NM","Dallas TX",206
"Atlanta GA","Jackson/Vicksburg MS",206
"Baton Rouge LA","Atlanta GA",206
"Gainesville FL","Atlanta GA",206
"Houston TX","Baton Rouge LA",206
"Nashville TN","Denver CO",206
"Newark NJ","Tampa FL",206
"Oakland CA","Salt Lake City UT",206
"San Antonio TX","Phoenix AZ",206
"Seattle WA","Atlanta GA",206
"Tampa FL","Newark NJ",206
"Chicago IL","Wichita KS",207
"Dallas/Fort Worth TX","Fort Lauderdale FL",207
"Fort Lauderdale FL","Dallas/Fort Worth TX",207
"Jackson/Vicksburg MS","Atlanta GA",207
"Albuquerque NM","Los Angeles CA",208
"Atlanta GA","Gainesville FL",208
"Charlotte NC","Memphis TN",208
"Chicago IL","Richmond VA",208
"Los Angeles CA","Albuquerque NM",208
"Memphis TN","Charlotte NC",208
"Wichita KS","Chicago IL",208
"Amarillo TX","Dallas/Fort Worth TX",209
"Dallas/Fort Worth TX","Amarillo TX",209
"Denver CO","Sacramento CA",209
"Fort Lauderdale FL","Houston TX",209
"Houston TX","Fort Lauderdale FL",209
"Madison WI","Chicago IL",209
"Portland OR","Seattle WA",209
"Sacramento CA","Denver CO",209
"San Diego CA","Houston TX",209
"Santa Ana CA","Seattle WA",209
"Seattle WA","Portland OR",209
"Seattle WA","Santa Ana CA",209
"Anchorage AK","Fairbanks AK",210
"Detroit MI","Phoenix AZ",210
"Houston TX","Albuquerque NM",210
"Phoenix AZ","Detroit MI",210
"Atlanta GA","Lexington KY",211
"Chicago IL","Oklahoma City OK",211
"Lexington KY","Atlanta GA",211
"New Orleans LA","New York NY",211
"New York NY","New Orleans LA",211
"Phoenix AZ","San Antonio TX",211
"St. Louis MO","Houston TX",211
"Denver CO","Milwaukee WI",212
"Denver CO","Newark NJ",212
"Newark NJ","St. Louis MO",212
"St. Louis MO","Newark NJ",212
"Abilene TX","Dallas/Fort Worth TX",213
"Baltimore MD","Tampa FL",213
"Dallas/Fort Worth TX","Abilene TX",213
"Dallas/Fort Worth TX","Jackson/Vicksburg MS",213
"Dallas/Fort Worth TX","Little Rock AR",213
"Dallas/Fort Worth TX","Oklahoma City OK",213
"Dallas/Fort Worth TX","Springfield MO",213
"Dallas/Fort Worth TX","Tucson AZ",213
"Jackson/Vicksburg MS","Dallas/Fort Worth TX",213
"Little Rock AR","Dallas/Fort Worth TX",213
"Los Angeles CA","Monterey CA",213
"Monterey CA","Los Angeles CA",213
"Oklahoma City OK","Dallas/Fort Worth TX",213
"San Antonio TX","Chicago IL",213
"Springfield MO","Dallas/Fort Worth TX",213
"Tampa FL","Baltimore MD",213
"Tucson AZ","Dallas/Fort Worth TX",213
"Memphis TN","Chicago IL",214
"Minneapolis MN","Seattle WA",214
"Seattle WA","Minneapolis MN",214
"Denver CO","St. Louis MO",215
"Detroit MI","Nashville TN",215
"Sacramento CA","Seattle WA",215
"Chicago IL","Austin TX",216
"Seattle WA","Sacramento CA",216
"Boston MA","Miami FL",217
"Dallas/Fort Worth TX","Tampa FL",217
"Miami FL","Boston MA",217
"Milwaukee WI","Denver CO",217
"Newark NJ","Denver CO",217
"Sacramento CA","San Francisco CA",217
"San Francisco CA","Sacramento CA",217
"Tampa FL","Dallas/Fort Worth TX",217
"Albuquerque NM","Dallas/Fort Worth TX",218
"Dallas/Fort Worth TX","Albuquerque NM",218
"Jackson/Vicksburg MS","Houston TX",218
"Newark NJ","San Francisco CA",218
"Philadelphia PA","Tampa FL",218
"San Francisco CA","Newark NJ",218
"Tampa FL","Philadelphia PA",218
"Atlanta GA","Salt Lake City UT",219
"Houston TX","Jackson/Vicksburg MS",219
"Los Angeles CA","Newark NJ",219
"Ontario CA","Sacramento CA",219
"Sacramento CA","Ontario CA",219
"Burbank CA","Sacramento CA",220
"Denver CO","Orlando FL",220
"Detroit MI","Philadelphia PA",220
"Philadelphia PA","Detroit MI",220
"Sacramento CA","Burbank CA",220
"Cincinnati OH","Newark NJ",221
"Orlando FL","Denver CO",221
"Salt Lake City UT","Atlanta GA",221
"Baltimore MD","Detroit MI",222
"Buffalo NY","Atlanta GA",222
"Newark NJ","Cincinnati OH",222
"Newark NJ","Los Angeles CA",222
"Phoenix AZ","Philadelphia PA",222
"Atlanta GA","Austin TX",223
"Atlanta GA","Buffalo NY",223
"Atlanta GA","Montgomery AL",223
"Austin TX","Atlanta GA",223
"Fort Lauderdale FL","San Juan PR",223
"Montgomery AL","Atlanta GA",223
"Nashville TN","Detroit MI",223
"Philadelphia PA","Phoenix AZ",223
"Burbank CA","San Jose CA",224
"Philadelphia PA","Los Angeles CA",224
"Salt Lake City UT","Seattle WA",224
"San Jose CA","Burbank CA",224
"San Juan PR","Fort Lauderdale FL",224
"Santa Ana CA","Oakland CA",224
"Atlanta GA","Fayetteville NC",225
"Cincinnati OH","Dallas/Fort Worth TX",225
"Dallas/Fort Worth TX","Cincinnati OH",225
"Detroit MI","Baltimore MD",225
"Fayetteville NC","Atlanta GA",225
"New York NY","Pittsburgh PA",225
"Pittsburgh PA","Charlotte NC",225
"Dallas TX","New Orleans LA",226
"Los Angeles CA","Philadelphia PA",227
"New Orleans LA","Dallas TX",227
"Washington DC","Nashville TN",227
"Baltimore MD","Providence RI",228
"Pittsburgh PA","New York NY",228
"Santa Ana CA","Chicago IL",228
"Santa Ana CA","San Jose CA",228
"Seattle WA","Salt Lake City UT",228
"Asheville NC","Atlanta GA",229
"Atlanta GA","Asheville NC",229
"Carlsbad CA","Los Angeles CA",229
"Las Vegas NV","Sacramento CA",229
"Los Angeles CA","Carlsbad CA",229
"Oakland CA","Santa Ana CA",229
"Atlanta GA","Greensboro/High Point NC",230
"Atlanta GA","Mobile AL",230
"Chicago IL","San Antonio TX",230
"Dallas/Fort Worth TX","Kansas City MO",230
"Greensboro/High Point NC","Atlanta GA",230
"Kansas City MO","Dallas/Fort Worth TX",230
"Mobile AL","Atlanta GA",230
"Providence RI","Baltimore MD",230
"San Jose CA","Santa Ana CA",230
"Atlanta GA","Cleveland OH",231
"Austin TX","Phoenix AZ",231
"Cleveland OH","Atlanta GA",231
"St. Louis MO","Dallas TX",231
"Atlanta GA","Dayton OH",232
"Atlanta GA","Wichita KS",232
"Chicago IL","Santa Ana CA",232
"Columbus OH","New York NY",232
"Dayton OH","Atlanta GA",232
"Phoenix AZ","Austin TX",232
"Wichita KS","Atlanta GA",232
"Dallas TX","St. Louis MO",233
"Harlingen/San Benito TX","Houston TX",233
"New York NY","Columbus OH",233
"Oklahoma City OK","Chicago IL",233
"Sacramento CA","Las Vegas NV",233
"Atlanta GA","Huntsville AL",234
"Atlanta GA","San Francisco CA",234
"Baltimore MD","Raleigh/Durham NC",234
"Columbia SC","Atlanta GA",234
"Dallas/Fort Worth TX","Nashville TN",234
"Houston TX","Tampa FL",234
"Huntsville AL","Atlanta GA",234
"Nashville TN","Dallas/Fort Worth TX",234
"Oakland CA","Las Vegas NV",234
"Savannah GA","Atlanta GA",234
"Tampa FL","Houston TX",234
"Atlanta GA","Savannah GA",235
"Atlanta GA","Valparaiso FL",235
"Dallas/Fort Worth TX","St. Louis MO",235
"Houston TX","Harlingen/San Benito TX",235
"St. Louis MO","Dallas/Fort Worth TX",235
"Valparaiso FL","Atlanta GA",235
"Baton Rouge LA","Dallas/Fort Worth TX",236
"Corpus Christi TX","Dallas/Fort Worth TX",236
"Dallas/Fort Worth TX","Baton Rouge LA",236
"Dallas/Fort Worth TX","Corpus Christi TX",236
"Dallas/Fort Worth TX","Lubbock TX",236
"Lubbock TX","Dallas/Fort Worth TX",236
"San Francisco CA","Atlanta GA",236
"Tallahassee FL","Atlanta GA",236
"Atlanta GA","Greer SC",237
"Dallas/Fort Worth TX","Detroit MI",237
"Detroit MI","Dallas/Fort Worth TX",237
"Raleigh/Durham NC","Baltimore MD",237
"Santa Ana CA","Las Vegas NV",237
"Greer SC","Atlanta GA",238
"Houston TX","Mission/McAllen/Edinburg TX",238
"Las Vegas NV","Oakland CA",238
"Miami FL","San Juan PR",238
"Reno NV","Los Angeles CA",238
"San Juan PR","Miami FL",238
"Cleveland OH","New York NY",239
"Mission/McAllen/Edinburg TX","Houston TX",239
"Akron OH","Atlanta GA",240
"Atlanta GA","Akron OH",240
"Atlanta GA","Tallahassee FL",240
"Dallas/Fort Worth TX","El Paso TX",240
"Dallas/Fort Worth TX","Fayetteville AR",240
"El Paso TX","Dallas/Fort Worth TX",240
"Fayetteville AR","Dallas/Fort Worth TX",240
"Houston TX","Detroit MI",240
"Los Angeles CA","Reno NV",240
"Atlanta GA","Columbia SC",241
"Las Vegas NV","Santa Ana CA",242
"Charlotte NC","Phoenix AZ",243
"Houston TX","Lafayette LA",243
"Lafayette LA","Houston TX",243
"Newark NJ","Phoenix AZ",243
"Boston MA","Los Angeles CA",244
"Dallas/Fort Worth TX","Shreveport LA",244
"Dallas/Fort Worth TX","Tulsa OK",244
"Los Angeles CA","Boston MA",244
"New York NY","Cleveland OH",244
"Phoenix AZ","Charlotte NC",244
"Phoenix AZ","Newark NJ",244
"Shreveport LA","Dallas/Fort Worth TX",244
"Tulsa OK","Dallas/Fort Worth TX",244
"Houston TX","Philadelphia PA",245
"Philadelphia PA","Houston TX",245
"Raleigh/Durham NC","Boston MA",245
"Boston MA","Raleigh/Durham NC",246
"Orlando FL","Detroit MI",247
"San Diego CA","Chicago IL",247
"Augusta GA","Atlanta GA",248
"Detroit MI","Houston TX",248
"Detroit MI","Orlando FL",248
"Miami FL","Newark NJ",248
"Newark NJ","Miami FL",248
"Newark NJ","West Palm Beach/Palm Beach FL",248
"Atlanta GA","Augusta GA",249
"Chicago IL","Fayetteville AR",249
"Fayetteville AR","Chicago IL",249
"West Palm Beach/Palm Beach FL","Newark NJ",249
"Washington DC","Fort Lauderdale FL",250
"Houston TX","San Francisco CA",251
"San Francisco CA","Houston TX",251
"Charlotte NC","Pittsburgh PA",252
"Fort Lauderdale FL","Washington DC",252
"Chicago IL","Little Rock AR",253
"El Paso TX","Houston TX",253
"Little Rock AR","Chicago IL",253
"Charlotte NC","Detroit MI",254
"Charlotte NC","Raleigh/Durham NC",254
"Detroit MI","Charlotte NC",254
"Raleigh/Durham NC","Charlotte NC",254
"Atlanta GA","Knoxville TN",255
"Milwaukee WI","Minneapolis MN",255
"Minneapolis MN","Milwaukee WI",256
"Atlanta GA","Chattanooga TN",257
"Chattanooga TN","Atlanta GA",257
"Salt Lake City UT","San Francisco CA",257
"Houston TX","Kansas City MO",258
"Knoxville TN","Atlanta GA",258
"Louisville KY","Atlanta GA",258
"Kansas City MO","Houston TX",259
"Philadelphia PA","Fort Lauderdale FL",259
"Atlanta GA","Louisville KY",260
"Detroit MI","Newark NJ",260
"Houston TX","El Paso TX",260
"Atlanta GA","Birmingham AL",261
"Birmingham AL","Atlanta GA",261
"Fort Lauderdale FL","Philadelphia PA",261
"Las Vegas NV","San Jose CA",261
"San Jose CA","Las Vegas NV",262
"Atlanta GA","Charleston SC",263
"Charleston SC","Atlanta GA",263
"Charlotte NC","Tampa FL",264
"Tampa FL","Charlotte NC",264
"Los Angeles CA","Portland OR",265
"Newark NJ","Detroit MI",265
"Palm Springs CA","San Francisco CA",265
"Portland OR","Los Angeles CA",265
"San Diego CA","Dallas/Fort Worth TX",265
"San Jose CA","San Diego CA",265
"Dallas/Fort Worth TX","San Diego CA",266
"San Francisco CA","Palm Springs CA",266
"Washington DC","Tampa FL",266
"Charlotte NC","Fort Lauderdale FL",267
"Fort Lauderdale FL","Charlotte NC",267
"Houston TX","Miami FL",267
"San Diego CA","San Jose CA",267
"Tampa FL","Washington DC",267
"Miami FL","Houston TX",268
"Minneapolis MN","Detroit MI",268
"Detroit MI","Minneapolis MN",269
"Miami FL","Orlando FL",269
"Oakland CA","Seattle WA",269
"Orlando FL","Miami FL",269
"Seattle WA","Oakland CA",269
"Fresno CA","Los Angeles CA",270
"Nashville TN","Atlanta GA",270
"Dallas/Fort Worth TX","Killeen TX",271
"Killeen TX","Dallas/Fort Worth TX",271
"Atlanta GA","Nashville TN",272
"Los Angeles CA","Miami FL",274
"Miami FL","Los Angeles CA",274
"Salt Lake City UT","Dallas/Fort Worth TX",275
"Dallas/Fort Worth TX","Salt Lake City UT",276
"Boston MA","San Francisco CA",277
"Chicago IL","San Diego CA",277
"San Francisco CA","Boston MA",277
"Kansas City MO","Dallas TX",278
"Los Angeles CA","Tucson AZ",278
"Dallas/Fort Worth TX","Seattle WA",279
"Phoenix AZ","Tucson AZ",279
"Seattle WA","Dallas/Fort Worth TX",279
"Tucson AZ","Phoenix AZ",279
"San Diego CA","Sacramento CA",281
"Charlotte NC","Philadelphia PA",282
"Santa Ana CA","Denver CO",282
"Boston MA","Orlando FL",283
"Nashville TN","Houston TX",283
"Orlando FL","Boston MA",283
"Sacramento CA","San Diego CA",283
"Seattle WA","Las Vegas NV",283
"Dallas/Fort Worth TX","Santa Ana CA",284
"Las Vegas NV","New York NY",284
"Las Vegas NV","Seattle WA",284
"New York NY","Las Vegas NV",284
"Santa Ana CA","Dallas/Fort Worth TX",284
"Orlando FL","San Juan PR",285
"Aspen CO","Denver CO",286
"Philadelphia PA","San Francisco CA",286
"San Juan PR","Orlando FL",286
"Houston TX","Nashville TN",287
"Philadelphia PA","Charlotte NC",287
"Dallas TX","Kansas City MO",288
"Houston TX","Midland/Odessa TX",288
"Minneapolis MN","Dallas/Fort Worth TX",288
"Nashville TN","New York NY",288
"New York NY","Nashville TN",288
"San Francisco CA","Philadelphia PA",288
"San Francisco CA","Salt Lake City UT",288
"Dallas/Fort Worth TX","Minneapolis MN",289
"Denver CO","Aspen CO",289
"Midland/Odessa TX","Houston TX",289
"Phoenix AZ","San Jose CA",289
"Reno NV","Las Vegas NV",289
"San Jose CA","Phoenix AZ",289
"Chicago IL","Hartford CT",290
"Denver CO","Santa Ana CA",290
"Hartford CT","Chicago IL",290
"Phoenix AZ","Sacramento CA",290
"Sacramento CA","Phoenix AZ",291
"Chicago IL","Fort Myers FL",292
"Fort Myers FL","Chicago IL",292
"Kansas City MO","Denver CO",292
"Denver CO","Kansas City MO",293
"Las Vegas NV","Reno NV",293
"Norfolk VA","Atlanta GA",293
"Atlanta GA","Columbus OH",294
"Atlanta GA","Norfolk VA",294
"Columbus OH","Atlanta GA",294
"Charlotte NC","Orlando FL",296
"Chicago IL","Miami FL",296
"Miami FL","Chicago IL",296
"Orlando FL","Charlotte NC",296
"El Paso TX","Phoenix AZ",297
"Milwaukee WI","Atlanta GA",297
"Phoenix AZ","El Paso TX",297
"Raleigh/Durham NC","Washington DC",297
"Phoenix AZ","Portland OR",298
"Washington DC","Raleigh/Durham NC",298
"Pensacola FL","Atlanta GA",299
"Portland OR","Phoenix AZ",299
"Atlanta GA","Pensacola FL",300
"Chicago IL","Cincinnati OH",300
"Dallas/Fort Worth TX","Orlando FL",300
"Orlando FL","Dallas/Fort Worth TX",300
"Atlanta GA","Kansas City MO",301
"Atlanta GA","Milwaukee WI",301
"Kansas City MO","Atlanta GA",301
"Los Angeles CA","Fresno CA",301
"San Francisco CA","Santa Barbara CA",301
"Santa Barbara CA","San Francisco CA",301
"Washington DC","Newark NJ",301
"Chicago IL","Buffalo NY",302
"Chicago IL","Milwaukee WI",303
"Chicago IL","Tampa FL",303
"Milwaukee WI","Chicago IL",304
"Raleigh/Durham NC","Chicago IL",304
"Tucson AZ","Los Angeles CA",305
"Buffalo NY","New York NY",306
"Dallas/Fort Worth TX","Newark NJ",306
"Tampa FL","Chicago IL",306
"Buffalo NY","Chicago IL",307
"Burbank CA","Las Vegas NV",307
"Denver CO","Portland OR",307
"New York NY","Buffalo NY",307
"Newark NJ","Dallas/Fort Worth TX",307
"Portland OR","Denver CO",309
"Orlando FL","Houston TX",310
"Houston TX","Orlando FL",311
"Las Vegas NV","Burbank CA",311
"Dallas/Fort Worth TX","Miami FL",314
"Miami FL","Dallas/Fort Worth TX",314
"Oakland CA","Phoenix AZ",314
"Phoenix AZ","Oakland CA",314
"Chicago IL","Seattle WA",315
"Atlanta GA","San Antonio TX",316
"Houston TX","New York NY",317
"New York NY","Houston TX",317
"Oklahoma City OK","Houston TX",317
"San Antonio TX","Atlanta GA",317
"Atlanta GA","St. Louis MO",318
"Chicago IL","Raleigh/Durham NC",318
"San Diego CA","Oakland CA",318
"St. Louis MO","Atlanta GA",318
"Fort Lauderdale FL","Chicago IL",320
"Houston TX","Tulsa OK",320
"Oakland CA","San Diego CA",320
"Portland OR","San Francisco CA",320
"Seattle WA","Chicago IL",320
"San Francisco CA","Portland OR",321
"Boston MA","Charlotte NC",322
"Boston MA","Dallas/Fort Worth TX",322
"Chicago IL","Fort Lauderdale FL",322
"Dallas/Fort Worth TX","Boston MA",322
"Houston TX","Oklahoma City OK",322
"Tulsa OK","Houston TX",322
"Charlotte NC","Boston MA",324
"Fort Lauderdale FL","Baltimore MD",326
"Las Vegas NV","San Diego CA",326
"Baltimore MD","Charlotte NC",327
"Charlotte NC","Baltimore MD",327
"Las Vegas NV","Salt Lake City UT",327
"Phoenix AZ","Atlanta GA",327
"Pittsburgh PA","Atlanta GA",327
"Salt Lake City UT","Las Vegas NV",327
"Atlanta GA","Phoenix AZ",328
"Atlanta GA","Pittsburgh PA",329
"Chicago IL","Salt Lake City UT",329
"Ontario CA","Phoenix AZ",329
"San Diego CA","Las Vegas NV",329
"Baltimore MD","Fort Lauderdale FL",330
"Phoenix AZ","Ontario CA",330
"Atlanta GA","Indianapolis IN",331
"Salt Lake City UT","Chicago IL",331
"Burbank CA","Phoenix AZ",332
"Indianapolis IN","Atlanta GA",332
"Dallas TX","Austin TX",333
"Austin TX","Dallas TX",334
"Minneapolis MN","Phoenix AZ",334
"Phoenix AZ","Minneapolis MN",335
"Baltimore MD","Orlando FL",337
"Phoenix AZ","Burbank CA",338
"Orlando FL","Baltimore MD",339
"Atlanta GA","Denver CO",344
"Atlanta GA","Richmond VA",344
"Richmond VA","Atlanta GA",344
"Dallas/Fort Worth TX","Philadelphia PA",346
"Denver CO","New York NY",346
"New York NY","Denver CO",346
"Philadelphia PA","Dallas/Fort Worth TX",346
"Denver CO","San Diego CA",349
"New York NY","West Palm Beach/Palm Beach FL",349
"Newark NJ","Washington DC",349
"West Palm Beach/Palm Beach FL","New York NY",351
"Santa Barbara CA","Los Angeles CA",352
"Cincinnati OH","Chicago IL",353
"Los Angeles CA","Santa Barbara CA",353
"West Palm Beach/Palm Beach FL","Atlanta GA",353
"Atlanta GA","West Palm Beach/Palm Beach FL",354
"Denver CO","Atlanta GA",357
"Dallas/Fort Worth TX","Las Vegas NV",358
"Houston TX","Corpus Christi TX",358
"Las Vegas NV","Dallas/Fort Worth TX",358
"Corpus Christi TX","Houston TX",359
"Charlotte NC","Miami FL",360
